name,group,Region,quadrant,jobdensity,imd
Keighley BUASD,Medium,Yorkshire and The Humber,Least Deprived Residential,0.556,9
Burnham-on-Crouch BUASD,Small,East of England,Mid Deprived Residential,0.533,42
Selston BUASD,Small,East Midlands,Most Deprived Residential,0.184,36
Havant BUASD,Medium,South East,Most Deprived Working,0.817,11
Golborne BUASD,Medium,North West,Mid Deprived Working,0.799,41
Cheshunt BUASD,Medium,East of England,Mid Deprived Residential,0.4,43
Shaw (Oldham) BUASD,Small,North West,Most Deprived Working,0.746,36
Earl Shilton BUASD,Small,East Midlands,Most Deprived Residential,0.244,33
Shanklin BUASD,Small,South East,Most Deprived Mixed,0.645,18
Whitnash BUASD,Small,West Midlands,Least Deprived Residential,0.199,81
Hythe BUASD,Small,South East,Mid Deprived Residential,0.501,43
Mossley BUASD,Small,North West,Most Deprived Working,0.296,31
Maltby BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.315,10
Totton BUASD,Medium,South East,Least Deprived Mixed,0.607,66
Portslade-by-Sea BUASD,Small,South East,Most Deprived Mixed,0.6,24
Cross Hills BUASD,Small,Yorkshire and The Humber,Least Deprived Mixed,0.613,75
West Kirby BUASD,Small,North West,Least Deprived Residential,0.489,74
Blaydon BUASD,Small,North East,Most Deprived Mixed,0.627,18
Killamarsh BUASD,Small,East Midlands,Mid Deprived Residential,0.404,51
Milnrow BUASD,Small,North West,Most Deprived Mixed,0.558,34
Bishop's Cleeve BUASD,Small,South West,Least Deprived Residential,0.317,83
Ringwood BUASD,Small,South East,Least Deprived Working,1.035,65
Dorking BUASD,Small,South East,Least Deprived Working,1.067,78
Rawmarsh BUASD,Small,Yorkshire and The Humber,Least Deprived Residential,0.461,8
Barrowford BUASD,Small,North West,Least Deprived Residential,0.508,87
Bournemouth BUASD,Large,South West,Most Deprived Working,0.812,34
Kearsley BUASD,Small,North West,Most Deprived Residential,0.485,25
Ashford (Ashford) BUASD,Medium,South East,Most Deprived Working,0.992,30
Southborough BUASD,Small,South East,Mid Deprived Working,0.306,58
Welwyn Garden City BUASD,Medium,East of England,Mid Deprived Working,1.41,48
Chalfont St Giles BUASD,Small,South East,Least Deprived Residential,0.463,97
Cowes BUASD,Small,South East,Mid Deprived Mixed,0.682,51
Cudworth BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.365,15
Sandiacre BUASD,Small,East Midlands,Mid Deprived Residential,0.503,53
Doncaster BUASD,Large,Yorkshire and The Humber,Most Deprived Working,1.055,13
Selby BUASD,Small,Yorkshire and The Humber,Most Deprived Working,0.792,21
Hartlepool BUASD,Large,North East,Most Deprived Mixed,0.593,3
Wickford BUASD,Medium,East of England,Least Deprived Residential,0.442,69
Broomhall/Windlesham/Virginia Water BUASD,Medium,South East,Least Deprived Working,0.868,98
Eastleigh BUASD,Large,South East,Least Deprived Working,1.01,83
Kettering BUASD,Medium,East Midlands,Most Deprived Working,1.115,31
Lymington BUASD,Small,South East,Least Deprived Working,0.883,61
Royston BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.179,15
Diss BUASD,Small,East of England,Mid Deprived Working,0.9,41
Longton BUASD,Small,North West,Least Deprived Residential,0.455,91
Esher BUASD,Medium,South East,Least Deprived Mixed,0.662,92
Ryton BUASD,Small,North East,Mid Deprived Working,0.277,43
Rochdale BUASD,Large,North West,Most Deprived Mixed,0.664,3
St Albans BUASD,Large,East of England,Least Deprived Working,0.909,79
North Walney BUASD,Small,North West,Most Deprived Residential,0.149,33
Kiveton Park BUASD,Small,Yorkshire and The Humber,Mid Deprived Working,0.855,42
Catshill BUASD,Small,West Midlands,Least Deprived Working,0.282,73
Canterbury BUASD,Medium,South East,Mid Deprived Working,0.975,51
Normanton BUASD,Medium,Yorkshire and The Humber,Most Deprived Working,0.833,32
Folkestone BUASD,Medium,South East,Most Deprived Mixed,0.623,10
St Neots BUASD,Medium,East of England,Mid Deprived Mixed,0.578,57
Fareham BUASD,Medium,South East,Least Deprived Working,0.777,75
Sunderland BUASD,Large,North East,Mid Deprived Working,0.706,6
Ripley BUASD,Small,East Midlands,Most Deprived Working,0.757,32
Farnham BUASD,Medium,South East,Least Deprived Working,0.901,89
Bolton BUASD,Large,North West,Least Deprived Mixed,0.672,7
Guildford BUASD,Large,South East,Least Deprived Working,1.132,86
Northampton BUASD,Large,East Midlands,Most Deprived Working,1.034,30
Heanor BUASD,Medium,East Midlands,Most Deprived Residential,0.534,25
Burntwood BUASD,Medium,West Midlands,Mid Deprived Residential,0.469,55
Abingdon BUASD,Medium,South East,Least Deprived Working,0.702,82
Worsley BUASD,Small,North West,Least Deprived Working,0.275,88
High Wycombe BUASD,Large,South East,Least Deprived Working,0.901,62
East Grinstead BUASD,Medium,South East,Least Deprived Mixed,0.682,92
Brownhills BUASD,Medium,West Midlands,Most Deprived Mixed,0.564,18
Atherstone BUASD,Small,West Midlands,Most Deprived Working,1.21,28
Burton upon Trent BUASD,Medium,West Midlands,Most Deprived Working,0.858,31
Bamber Bridge BUASD,Medium,North West,Least Deprived Mixed,0.585,65
Wilmslow BUASD,Medium,North West,Least Deprived Working,1.158,78
Gloucester BUASD,Large,South West,Most Deprived Working,0.866,32
Otley BUASD,Small,Yorkshire and The Humber,Least Deprived Mixed,0.558,67
Bushey BUASD,Medium,East of England,Least Deprived Mixed,0.664,74
Gateshead BUASD,Large,North East,Least Deprived Working,0.846,9
Newport Pagnell BUASD,Small,South East,Least Deprived Mixed,0.559,87
Ilkeston BUASD,Medium,East Midlands,Most Deprived Mixed,0.651,16
Newton-le-Willows BUASD,Medium,North West,Most Deprived Mixed,0.672,10
Tilbury BUASD,Small,East of England,Most Deprived Mixed,0.644,1
Droitwich BUASD,Medium,West Midlands,Mid Deprived Mixed,0.579,42
Mountsorrel BUASD,Small,East Midlands,Least Deprived Residential,0.357,64
Chesterfield BUASD,Large,East Midlands,Most Deprived Working,0.9,26
Billericay BUASD,Medium,East of England,Least Deprived Mixed,0.639,92
Bideford BUASD,Small,South West,Most Deprived Mixed,0.605,21
Wendover BUASD,Small,South East,Least Deprived Residential,0.429,92
Jarrow BUASD,Medium,North East,Mid Deprived Mixed,0.657,6
Tamworth BUASD,Medium,West Midlands,Most Deprived Mixed,0.595,29
Newbury BUASD,Medium,South East,Least Deprived Working,1.406,61
Hale (Trafford) BUASD,Small,North West,Least Deprived Working,0.719,98
Weymouth BUASD,Medium,South West,Most Deprived Residential,0.539,32
Bracknell BUASD,Large,South East,Least Deprived Working,0.984,66
Cinderford BUASD,Small,South West,Most Deprived Residential,0.504,24
Cookham BUASD,Small,South East,Least Deprived Residential,0.471,96
Ferndown BUASD,Medium,South West,Least Deprived Working,1.15,73
Cannock BUASD,Medium,West Midlands,Most Deprived Mixed,0.563,27
Royal Tunbridge Wells BUASD,Medium,South East,Least Deprived Working,0.918,73
Preston BUASD,Large,North West,Most Deprived Working,0.962,11
Oldham BUASD,Large,North West,Most Deprived Mixed,0.684,0
Mildenhall BUASD,Small,East of England,Mid Deprived Residential,0.489,54
Accrington BUASD,Medium,North West,Mid Deprived Mixed,0.587,6
Bedford BUASD,Large,East of England,Most Deprived Working,0.92,22
Peterlee BUASD,Medium,North East,Most Deprived Residential,0.354,1
Exeter BUASD,Large,South West,Mid Deprived Working,1.178,50
Corby BUASD,Medium,East Midlands,Most Deprived Working,0.769,20
Reigate BUASD,Medium,South East,Least Deprived Working,1.092,86
Stourport-on-Severn BUASD,Medium,West Midlands,Most Deprived Residential,0.508,35
Prudhoe BUASD,Small,North East,Mid Deprived Mixed,0.559,47
Hastings BUASD,Large,South East,Least Deprived Working,0.74,7
Stockport BUASD,Large,North West,Most Deprived Working,1.025,26
Rugby BUASD,Medium,West Midlands,Mid Deprived Working,0.855,57
Marlow BUASD,Small,South East,Least Deprived Working,1.396,88
Aylesbury BUASD,Medium,South East,Mid Deprived Working,0.818,55
Solihull BUASD,Large,West Midlands,Least Deprived Working,1.02,78
Ipswich BUASD,Large,East of England,Most Deprived Working,0.883,26
Liversedge BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.428,28
Penistone BUASD,Small,Yorkshire and The Humber,Least Deprived Residential,0.319,79
Basildon BUASD,Large,East of England,Least Deprived Working,0.879,8
Worksop BUASD,Medium,East Midlands,Most Deprived Working,0.834,26
Chertsey BUASD,Small,South East,Mid Deprived Working,1.38,59
Chelmsford BUASD,Large,East of England,Least Deprived Working,1.078,63
Standish BUASD,Small,North West,Least Deprived Residential,0.482,74
Fazeley BUASD,Small,West Midlands,Mid Deprived Working,1.525,49
Andover BUASD,Medium,South East,Mid Deprived Working,0.837,57
Watton BUASD,Small,East of England,Mid Deprived Residential,0.454,53
Warlingham BUASD,Small,South East,Least Deprived Residential,0.381,92
Wingerworth BUASD,Small,East Midlands,Least Deprived Residential,0.223,99
Woking BUASD,Large,South East,Least Deprived Working,0.806,83
Chesham BUASD,Medium,South East,Mid Deprived Working,0.73,54
Woodley BUASD,Medium,South East,Least Deprived Working,1.022,90
Yeadon BUASD,Small,Yorkshire and The Humber,Least Deprived Working,0.944,70
Clay Cross BUASD,Small,East Midlands,Most Deprived Mixed,0.602,17
Runcorn BUASD,Medium,North West,Mid Deprived Working,0.856,5
Wellingborough BUASD,Medium,East Midlands,Most Deprived Working,0.835,17
Telford BUASD,Large,West Midlands,Most Deprived Working,0.899,13
Ditton BUASD,Medium,South East,Mid Deprived Working,0.915,56
Egham BUASD,Medium,South East,Least Deprived Working,1.475,86
Wolverhampton BUASD,Large,West Midlands,Least Deprived Working,0.705,7
Staines BUASD,Medium,South East,Least Deprived Working,0.776,76
Torquay BUASD,Medium,South West,Mid Deprived Working,0.849,6
Paignton BUASD,Medium,South West,Most Deprived Working,0.818,21
Grimsby BUASD,Large,Yorkshire and The Humber,Most Deprived Working,0.843,3
West Hallam BUASD,Small,East Midlands,Least Deprived Residential,0.355,83
Weston-Super-Mare BUASD,Large,South West,Most Deprived Mixed,0.678,18
Beeston (Broxtowe) BUASD,Medium,East Midlands,Least Deprived Working,0.822,62
Warwick BUASD,Medium,West Midlands,Least Deprived Working,1.979,66
Filton BUASD,Medium,South West,Least Deprived Working,1.618,72
Stafford BUASD,Medium,West Midlands,Mid Deprived Working,0.86,55
West Kingsdown BUASD,Small,South East,Least Deprived Mixed,0.592,77
Rotherham BUASD,Large,Yorkshire and The Humber,Least Deprived Working,0.731,8
Leyland BUASD,Medium,North West,Mid Deprived Working,1.078,45
Mansfield BUASD,Large,East Midlands,Most Deprived Working,0.699,19
Swadlincote BUASD,Medium,East Midlands,Most Deprived Residential,0.387,39
Northwich BUASD,Medium,North West,Mid Deprived Working,0.807,50
Iver Heath BUASD,Small,South East,Least Deprived Working,0.755,70
Rainford BUASD,Small,North West,Least Deprived Residential,0.546,63
Stroud BUASD,Medium,South West,Mid Deprived Mixed,0.68,55
Lancaster BUASD,Medium,North West,Most Deprived Mixed,0.586,33
Harlow BUASD,Large,East of England,Most Deprived Working,0.896,24
Wokingham BUASD,Medium,South East,Least Deprived Working,0.915,97
Kidsgrove BUASD,Medium,West Midlands,Mid Deprived Mixed,0.581,45
Littleborough BUASD,Small,North West,Mid Deprived Residential,0.44,57
Camberley BUASD,Medium,South East,Least Deprived Working,0.955,82
Slough BUASD,Large,South East,Most Deprived Working,0.895,31
Tynemouth BUASD,Medium,North East,Most Deprived Working,1.061,16
Alfreton BUASD,Medium,East Midlands,Most Deprived Working,0.938,19
Colchester BUASD,Large,East of England,Most Deprived Working,0.903,37
Wimborne Minster BUASD,Small,South West,Least Deprived Working,0.715,77
Kingsnorth (Ashford) BUASD,Small,South East,Least Deprived Mixed,0.268,77
Ryde BUASD,Medium,South East,Most Deprived Residential,0.488,13
Cramlington BUASD,Medium,North East,Mid Deprived Working,0.954,45
Grantham BUASD,Medium,East Midlands,Most Deprived Working,0.745,31
Wombwell BUASD,Medium,Yorkshire and The Humber,Most Deprived Residential,0.337,11
Chester-le-Street BUASD,Medium,North East,Most Deprived Mixed,0.613,27
Kesgrave BUASD,Small,East of England,Least Deprived Working,0.736,93
Epsom BUASD,Medium,South East,Least Deprived Working,0.974,77
Minster (Swale) BUASD,Small,South East,Most Deprived Residential,0.219,29
Horsforth BUASD,Small,Yorkshire and The Humber,Least Deprived Mixed,0.686,81
Hoylake BUASD,Small,North West,Least Deprived Residential,0.467,76
Rayleigh BUASD,Large,East of England,Least Deprived Residential,0.535,79
Wigan BUASD,Large,North West,Most Deprived Working,0.782,22
Partington BUASD,Small,North West,Most Deprived Residential,0.237,0
Dudley (North Tyneside) BUASD,Small,North East,Least Deprived Working,0.279,9
Middlesbrough BUASD,Large,North East,Most Deprived Working,0.726,1
Waltham Abbey BUASD,Small,East of England,Most Deprived Mixed,0.632,25
Consett BUASD,Medium,North East,Most Deprived Residential,0.538,27
Whitworth BUASD,Small,North West,Most Deprived Mixed,0.265,28
Peterborough BUASD,Large,East of England,Most Deprived Working,1.117,12
Carlisle BUASD,Large,North West,Most Deprived Working,1.043,28
Royal Leamington Spa BUASD,Medium,West Midlands,Mid Deprived Working,0.773,59
Poulton-le-Fylde BUASD,Small,North West,Least Deprived Mixed,0.572,77
Stanley BUASD,Medium,North East,Most Deprived Residential,0.34,3
Bexhill BUASD,Medium,South East,Most Deprived Residential,0.551,27
Leek BUASD,Small,West Midlands,Most Deprived Working,0.704,34
Wallsend BUASD,Medium,North East,Least Deprived Residential,0.391,9
Huddersfield BUASD,Large,Yorkshire and The Humber,Most Deprived Working,0.746,20
Hunstanton BUASD,Small,East of England,Most Deprived Mixed,0.691,35
Cambridge BUASD,Large,East of England,Least Deprived Working,1.26,75
Colne BUASD,Small,North West,Most Deprived Working,0.712,12
Weybridge BUASD,Medium,South East,Least Deprived Working,1.247,93
Glossop BUASD,Medium,East Midlands,Mid Deprived Mixed,0.574,43
Hoddesdon BUASD,Medium,East of England,Mid Deprived Mixed,0.681,51
Staveley BUASD,Small,East Midlands,Most Deprived Residential,0.43,13
Bury BUASD,Large,North West,Most Deprived Working,0.951,23
Redruth BUASD,Small,South West,Most Deprived Working,0.703,19
Amersham BUASD,Medium,South East,Least Deprived Working,1.074,94
Swanscombe BUASD,Small,South East,Mid Deprived Working,1.448,42
Wetherby BUASD,Small,Yorkshire and The Humber,Least Deprived Working,1.778,90
Locks Heath/Warsash/Whiteley BUASD,Medium,South East,Least Deprived Working,1.381,94
Nailsworth BUASD,Small,South West,Least Deprived Working,1.045,74
Leiston BUASD,Small,East of England,Most Deprived Residential,0.393,34
Skelmersdale BUASD,Medium,North West,Most Deprived Working,0.834,2
Washington BUASD,Medium,North East,Most Deprived Working,1.014,21
Ellesmere Port BUASD,Medium,North West,Most Deprived Working,0.771,24
Rickmansworth BUASD,Medium,East of England,Least Deprived Working,0.877,90
Carnforth BUASD,Small,North West,Mid Deprived Mixed,0.637,49
Newcastle-under-Lyme BUASD,Large,West Midlands,Most Deprived Working,0.794,36
Swindon BUASD,Large,South West,Mid Deprived Working,0.9,40
Walsall BUASD,Medium,West Midlands,Most Deprived Working,1.135,3
Oxford BUASD,Large,South East,Mid Deprived Working,1.172,55
Shoreham-by-Sea BUASD,Medium,South East,Mid Deprived Mixed,0.598,47
Rochester BUASD,Medium,South East,Most Deprived Working,0.791,27
Hoyland BUASD,Small,Yorkshire and The Humber,Most Deprived Residential,0.312,12
Hemel Hempstead BUASD,Large,East of England,Mid Deprived Working,0.915,45
Brierfield BUASD,Small,North West,Most Deprived Working,0.891,10
Lincoln BUASD,Large,East Midlands,Most Deprived Working,0.815,20
Worcester BUASD,Large,West Midlands,Mid Deprived Working,0.908,41
Stowmarket BUASD,Small,East of England,Mid Deprived Mixed,0.607,53
Grays BUASD,Medium,East of England,Mid Deprived Working,0.978,40
Batley BUASD,Large,Yorkshire and The Humber,Most Deprived Mixed,0.58,26
Rochford BUASD,Small,East of England,Mid Deprived Mixed,0.599,49
Margate BUASD,Medium,South East,Most Deprived Mixed,0.595,4
Haslemere BUASD,Small,South East,Least Deprived Residential,0.538,93
Cranleigh BUASD,Small,South East,Least Deprived Mixed,0.643,95
Bicester BUASD,Medium,South East,Least Deprived Working,0.838,86
Bridgnorth BUASD,Small,West Midlands,Least Deprived Mixed,0.603,63
Wareham BUASD,Small,South West,Mid Deprived Working,0.892,54
South Normanton BUASD,Small,East Midlands,Most Deprived Working,1.202,37
Merley BUASD,Small,South West,Least Deprived Residential,0.506,99
Blackpool BUASD,Large,North West,Most Deprived Working,0.891,3
Wakefield BUASD,Large,Yorkshire and The Humber,Most Deprived Working,1.056,21
Bude BUASD,Small,South West,Most Deprived Working,0.94,17
Gosport BUASD,Medium,South East,Most Deprived Residential,0.41,38
Seaton BUASD,Small,North West,Least Deprived Residential,0.431,82
Thornaby-on-Tees BUASD,Medium,North East,Most Deprived Working,0.974,3
Adwick le Street BUASD,Small,Yorkshire and The Humber,Mid Deprived Residential,0.425,6
Houghton-le-Spring BUASD,Small,North East,Most Deprived Working,0.297,15
Herne Bay BUASD,Medium,South East,Most Deprived Residential,0.346,36
Tadley BUASD,Small,South East,Least Deprived Working,1.175,92
Leatherhead BUASD,Medium,South East,Least Deprived Working,1.155,90
West Bromwich BUASD,Medium,West Midlands,Most Deprived Working,0.943,1
Whitley Bay BUASD,Medium,North East,Least Deprived Residential,0.468,71
Horley BUASD,Medium,South East,Least Deprived Residential,0.53,72
Newark-on-Trent BUASD,Medium,East Midlands,Most Deprived Working,0.796,24
Pershore BUASD,Small,West Midlands,Most Deprived Working,1.12,38
St Helens BUASD,Large,North West,Mid Deprived Mixed,0.64,6
Stockton-on-Tees BUASD,Large,North East,Mid Deprived Working,0.842,6
Hitchin BUASD,Medium,East of England,Least Deprived Working,0.716,73
Burley in Wharfedale BUASD,Small,Yorkshire and The Humber,Least Deprived Working,0.274,98
Reading BUASD,Large,South East,Mid Deprived Working,0.963,51
Hedge End BUASD,Medium,South East,Least Deprived Mixed,0.59,91
Westergate BUASD,Small,South East,Least Deprived Mixed,0.599,73
Loughton BUASD,Medium,East of England,Mid Deprived Working,1.053,49
Milton Keynes BUASD,Large,South East,Most Deprived Working,1.25,32
Redditch BUASD,Large,West Midlands,Most Deprived Working,0.722,33
Chester BUASD,Large,North West,Most Deprived Working,0.988,39
Ruthin BUA,Small,Wales,Least Deprived Working,1.209,89
Gresford BUA,Small,Wales,Most Deprived Mixed,0.628,100
Broughton (Flintshire) BUA,Small,Wales,Least Deprived Residential,3.388,92
Abertillery BUA,Small,Wales,Most Deprived Mixed,0.27,22
Pencoed BUA,Small,Wales,Least Deprived Working,0.698,86
Newtown (Powys) BUA,Small,Wales,Mid Deprived Working,1.009,53
Pembroke Dock BUA,Small,Wales,Most Deprived Working,0.704,14
Pyle BUA,Small,Wales,Most Deprived Residential,0.496,14
Brynna BUA,Small,Wales,Least Deprived Residential,0.185,86
Caerleon BUA,Small,Wales,Least Deprived Residential,0.489,96
Mountain Ash BUA,Small,Wales,Mid Deprived Residential,0.214,5
Denbigh BUA,Small,Wales,Least Deprived Working,0.718,71
Pontarddulais BUA,Small,Wales,Least Deprived Residential,0.393,80
Abertridwr BUA,Small,Wales,Least Deprived Residential,0.111,9
Cwmavon BUA,Small,Wales,Mid Deprived Residential,0.117,53
Brecon BUA,Small,Wales,Least Deprived Working,0.977,89
Cil-y-coed BUA,Small,Wales,Least Deprived Residential,0.475,80
Pembroke BUA,Small,Wales,Most Deprived Residential,0.421,22
Tonyrefail BUA,Small,Wales,Most Deprived Residential,0.215,27
Llandrindod Wells BUA,Small,Wales,Mid Deprived Working,1.494,53
Milford Haven BUA,Small,Wales,Most Deprived Residential,0.421,33
Llandudno BUA,Small,Wales,Most Deprived Working,1.208,39
Rhoose BUA,Small,Wales,Least Deprived Residential,0.4,96
Ferndale BUA,Small,Wales,Most Deprived Mixed,0.265,3
Mold BUA,Small,Wales,Least Deprived Working,1.476,71
Porthcawl BUA,Small,Wales,Least Deprived Mixed,0.567,80
Holyhead BUA,Small,Wales,Mid Deprived Residential,0.497,5
Hirwaun BUA,Small,Wales,Most Deprived Residential,0.14,1
Tredegar BUA,Small,Wales,Most Deprived Residential,0.48,14
Barry BUA,Medium,Wales,Most Deprived Residential,0.529,33
Abercynon BUA,Small,Wales,Most Deprived Residential,0.368,14
Monmouth BUA,Small,Wales,Least Deprived Working,0.781,86
Coedpoeth BUA,Small,Wales,Least Deprived Residential,0.414,66
Carmarthen BUA,Small,Wales,Least Deprived Working,1.752,71
Haverfordwest BUA,Small,Wales,Mid Deprived Working,1.192,53
Merthyr Tydfil BUA,Medium,Wales,Most Deprived Working,0.774,22
Blaenavon BUA,Small,Wales,Most Deprived Residential,0.479,27
Wrexham BUASD,Medium,Wales,Mid Deprived Working,0.796,59
Abersychan BUASD,Small,Wales,Most Deprived Residential,0.195,22
Abercarn BUASD,Small,Wales,Least Deprived Residential,0.422,66
Bangor BUASD,Small,Wales,Least Deprived Working,1,80
Kinmel Bay BUASD,Small,Wales,Most Deprived Residential,0.483,27
Maesteg BUASD,Small,Wales,Least Deprived Residential,0.238,9
Treharris BUASD,Small,Wales,Mid Deprived Residential,0.368,53
Ammanford BUASD,Small,Wales,Mid Deprived Working,0.729,53
Shotton BUASD,Small,Wales,Least Deprived Mixed,0.68,80
Newbridge BUASD,Small,Wales,Most Deprived Residential,0.344,33
Brynmawr BUASD,Small,Wales,Most Deprived Residential,0.335,33
Undy BUASD,Small,Wales,Most Deprived Mixed,0.271,100
Caernarfon BUASD,Small,Wales,Most Deprived Working,1.239,27
Abergavenny BUASD,Small,Wales,Mid Deprived Working,1.19,59
Rhosllanerchrugog BUASD,Small,Wales,Most Deprived Residential,0.33,39
Prestatyn BUASD,Small,Wales,Mid Deprived Residential,0.514,53
Gowerton BUASD,Small,Wales,Least Deprived Residential,0.425,80
RAF Station St Athan BUASD,Small,Wales,Least Deprived Working,0.29,80
Connah's Quay BUASD,Small,Wales,Least Deprived Residential,0.416,71
Treherbert BUASD,Small,Wales,Most Deprived Residential,0.152,2
Buckley BUASD,Small,Wales,Least Deprived Residential,0.393,89
Chepstow BUASD,Small,Wales,Least Deprived Working,0.995,86
Treorchy BUASD,Small,Wales,Most Deprived Residential,0.446,33
Rhondda BUASD,Small,Wales,Most Deprived Residential,0.372,22
Llantwit Major BUASD,Small,Wales,Least Deprived Residential,0.478,92
Tonypandy BUASD,Small,Wales,Most Deprived Residential,0.353,14
Sarn BUASD,Small,Wales,Mid Deprived Mixed,0.591,53
Burry Port BUASD,Small,Wales,Least Deprived Residential,0.236,71
Llantrisant BUASD,Small,Wales,Least Deprived Working,1.605,96
Dinas Powis BUASD,Small,Wales,Least Deprived Residential,0.327,98
Cefn-mawr BUASD,Small,Wales,Least Deprived Residential,0.185,7
Risca BUASD,Small,Wales,Mid Deprived Working,0.289,59
Pontypridd BUASD,Medium,Wales,Mid Deprived Working,1.037,59
Caerphilly BUASD,Medium,Wales,Most Deprived Working,0.762,39
Gorseinon BUASD,Small,Wales,Least Deprived Mixed,0.652,71
Llanelli BUASD,Medium,Wales,Most Deprived Working,0.776,33
Sandycroft BUASD,Small,Wales,Least Deprived Working,1.136,80
Ystradgynlais BUASD,Small,Wales,Most Deprived Residential,0.437,39
Church Village BUASD,Small,Wales,Least Deprived Residential,0.471,92
Rhymney BUASD,Small,Wales,Most Deprived Residential,0.387,0
Pontllan-fraith BUASD,Small,Wales,Mid Deprived Residential,0.449,59
Pontypool BUASD,Medium,Wales,Mid Deprived Working,0.72,53
Rhyl BUASD,Medium,Wales,Most Deprived Mixed,0.569,0
Welshpool BUASD,Small,Wales,Mid Deprived Working,1.361,53
Abergele BUASD,Small,Wales,Mid Deprived Mixed,0.567,59
Colwyn Bay BUASD,Medium,Wales,Mid Deprived Working,0.824,53
Beddau BUASD,Small,Wales,Least Deprived Residential,0.181,66
Penarth BUASD,Medium,Wales,Least Deprived Working,0.934,96
Bargod BUASD,Small,Wales,Least Deprived Working,0.278,7
Aberdare BUASD,Medium,Wales,Most Deprived Residential,0.357,33
Blackwood BUASD,Medium,Wales,Least Deprived Residential,0.552,62
Ystrad Mynach BUASD,Small,Wales,Mid Deprived Working,0.78,53
Swansea BUASD,Large,Wales,Most Deprived Working,0.822,39
Bridgend BUASD,Medium,Wales,Least Deprived Working,1.149,66
Taff's Well BUASD,Small,Wales,Least Deprived Working,0.961,86
Holywell BUASD,Small,Wales,Most Deprived Mixed,0.559,39
Aberystwyth BUASD,Small,Wales,Least Deprived Mixed,0.571,98
Neath BUASD,Medium,Wales,Mid Deprived Mixed,0.563,53
Pen-y-groes BUASD,Small,Wales,Least Deprived Working,0.758,80
Ebbw Vale BUASD,Small,Wales,Most Deprived Mixed,0.686,22
Cwmbran BUASD,Medium,Wales,Mid Deprived Working,0.866,53
Llandudno Junction BUASD,Small,Wales,Least Deprived Working,0.814,86
Flint BUASD,Small,Wales,Least Deprived Working,0.698,62
Port Talbot BUASD,Medium,Wales,Most Deprived Mixed,0.676,22
Porth BUASD,Small,Wales,Most Deprived Residential,0.336,22
Pontardawe BUASD,Small,Wales,Least Deprived Working,0.305,62
Newport BUASD,Large,Wales,Most Deprived Working,0.758,27
